sample	chr	startpos	endpos	nMajor	nMinor
A32A-0019_CRUK_PC_0019_M1	2	180422251	180586586	1	0
A32A-0019_CRUK_PC_0019_M1	2	180586692	182069210	3	2
A32A-0019_CRUK_PC_0019_M1	2	182069224	182137785	1	0
A32A-0019_CRUK_PC_0019_M1	2	182137934	191740197	3	2
A32A-0019_CRUK_PC_0019_M1	2	191740256	191866477	1	0
A32A-0019_CRUK_PC_0019_M1	2	191866485	193259991	12	4
A32A-0019_CRUK_PC_0019_M1	2	193260108	196865260	13	4
A32A-0019_CRUK_PC_0019_M1	2	196865368	225227773	6	3
A32A-0019_CRUK_PC_0019_M1	2	225227825	228380955	9	3
A32A-0019_CRUK_PC_0019_M1	2	228381020	243185846	4	3
A32A-0019_CRUK_PC_0019_M1	3	60157	9175102	3	2
A32A-0019_CRUK_PC_0019_M1	3	9175160	9247399	1	0
A32A-0019_CRUK_PC_0019_M1	3	9247424	9467699	3	2
A32A-0019_CRUK_PC_0019_M1	3	9467749	9543832	1	1
A32A-0019_CRUK_PC_0019_M1	3	9543906	9845166	3	2
A32A-0019_CRUK_PC_0019_M1	3	9845323	10240010	2	0
A32A-0019_CRUK_PC_0019_M1	3	10240011	60480932	3	2
A32A-0019_CRUK_PC_0019_M1	3	60481055	60994069	2	1
A32A-0019_CRUK_PC_0019_M1	3	60994216	71049194	3	2
A32A-0019_CRUK_PC_0019_M1	3	71049221	73500927	1	0
A32A-0019_CRUK_PC_0019_M1	3	73500977	197917378	3	2
A32A-0019_CRUK_PC_0019_M1	4	10240	4122159	1	0
A32A-0019_CRUK_PC_0019_M1	4	4122185	4152999	0	0
A32A-0019_CRUK_PC_0019_M1	4	4153079	9456960	1	0
A32A-0019_CRUK_PC_0019_M1	4	9456977	9481494	4	0
A32A-0019_CRUK_PC_0019_M1	4	9481503	35441778	1	0
A32A-0019_CRUK_PC_0019_M1	4	35441809	42525847	4	3
A32A-0019_CRUK_PC_0019_M1	4	42525975	49321573	1	0
A32A-0019_CRUK_PC_0019_M1	4	49322671	52731064	3	2
A32A-0019_CRUK_PC_0019_M1	4	52731075	55310741	4	3
A32A-0019_CRUK_PC_0019_M1	4	55310750	71684264	2	2
A32A-0019_CRUK_PC_0019_M1	4	71684298	72222889	1	1
A32A-0019_CRUK_PC_0019_M1	4	72222932	90628069	2	2
A32A-0019_CRUK_PC_0019_M1	4	90628127	91596734	7	2
A32A-0019_CRUK_PC_0019_M1	4	91596735	91985677	2	2
A32A-0019_CRUK_PC_0019_M1	4	91985779	92072487	1	1
A32A-0019_CRUK_PC_0019_M1	4	92072575	106537713	2	2
A32A-0019_CRUK_PC_0019_M1	4	106537715	107084734	1	1
A32A-0019_CRUK_PC_0019_M1	4	107084739	131898535	2	2
A32A-0019_CRUK_PC_0019_M1	4	131898609	142854165	1	0
A32A-0019_CRUK_PC_0019_M1	4	142854202	152029113	2	2
A32A-0019_CRUK_PC_0019_M1	4	152029308	153077933	4	2
A32A-0019_CRUK_PC_0019_M1	4	153077952	173413784	2	2
A32A-0019_CRUK_PC_0019_M1	4	173413802	175079058	3	3
A32A-0019_CRUK_PC_0019_M1	4	175079251	191043593	2	2
A32A-0019_CRUK_PC_0019_M1	5	11940	488242	1	0
A32A-0019_CRUK_PC_0019_M1	5	488254	2267815	4	3
A32A-0019_CRUK_PC_0019_M1	5	2267875	4863690	7	3
A32A-0019_CRUK_PC_0019_M1	5	4863788	6224641	2	1
A32A-0019_CRUK_PC_0019_M1	5	6224684	9057582	4	3
A32A-0019_CRUK_PC_0019_M1	5	9057878	9278822	7	3
A32A-0019_CRUK_PC_0019_M1	5	9278888	14311151	2	2
A32A-0019_CRUK_PC_0019_M1	5	14311187	14705411	4	3
A32A-0019_CRUK_PC_0019_M1	5	14705538	45841629	2	2
A32A-0019_CRUK_PC_0019_M1	5	45841630	49442298	3	2
A32A-0019_CRUK_PC_0019_M1	5	49442302	70660945	1	1
A32A-0019_CRUK_PC_0019_M1	5	70661145	94806900	2	1
A32A-0019_CRUK_PC_0019_M1	5	94806961	117875405	1	0
A32A-0019_CRUK_PC_0019_M1	5	117875406	117876612	0	0
A32A-0019_CRUK_PC_0019_M1	5	117876613	118451938	1	0
A32A-0019_CRUK_PC_0019_M1	5	118451939	118595861	0	0
A32A-0019_CRUK_PC_0019_M1	5	118595867	132699209	1	0
A32A-0019_CRUK_PC_0019_M1	5	132699321	150527041	2	1
A32A-0019_CRUK_PC_0019_M1	5	150527232	150534671	0	0
A32A-0019_CRUK_PC_0019_M1	5	150534692	180730532	2	1
A32A-0019_CRUK_PC_0019_M1	6	202331	31358211	2	1
A32A-0019_CRUK_PC_0019_M1	6	31358268	31377576	1	0
A32A-0019_CRUK_PC_0019_M1	6	31377577	32455452	2	1
A32A-0019_CRUK_PC_0019_M1	6	32455477	32541551	1	1
A32A-0019_CRUK_PC_0019_M1	6	32541556	80667337	2	1
A32A-0019_CRUK_PC_0019_M1	6	80667409	103737395	0	0
A32A-0019_CRUK_PC_0019_M1	6	103737444	103763040	1	0
A32A-0019_CRUK_PC_0019_M1	6	103763044	110728540	0	0
A32A-0019_CRUK_PC_0019_M1	6	110728547	121291408	2	1
A32A-0019_CRUK_PC_0019_M1	6	121291436	171051269	3	2
A32A-0019_CRUK_PC_0019_M1	7	31263	284498	3	2
A32A-0019_CRUK_PC_0019_M1	7	284613	3263026	3	3
A32A-0019_CRUK_PC_0019_M1	7	3263259	4585636	2	2
A32A-0019_CRUK_PC_0019_M1	7	4585660	57856110	3	2
A32A-0019_CRUK_PC_0019_M1	7	57856142	62500174	3	3
A32A-0019_CRUK_PC_0019_M1	7	62500234	72078486	3	2
A32A-0019_CRUK_PC_0019_M1	7	72078585	76059655	3	3
A32A-0019_CRUK_PC_0019_M1	7	76059689	99500058	3	2
A32A-0019_CRUK_PC_0019_M1	7	99500114	101886957	3	3
A32A-0019_CRUK_PC_0019_M1	7	101887029	151327217	3	2
A32A-0019_CRUK_PC_0019_M1	7	151327259	153758981	1	0
A32A-0019_CRUK_PC_0019_M1	7	153759039	153760782	0	0
A32A-0019_CRUK_PC_0019_M1	7	153760784	154991083	1	0
A32A-0019_CRUK_PC_0019_M1	7	154991110	158814662	3	2
A32A-0019_CRUK_PC_0019_M1	7	158814716	159128550	2	2
A32A-0019_CRUK_PC_0019_M1	8	23276	3128997	2	0
A32A-0019_CRUK_PC_0019_M1	8	3129015	3130993	0	0
A32A-0019_CRUK_PC_0019_M1	8	3131027	7272899	2	0
A32A-0019_CRUK_PC_0019_M1	8	7272911	7774166	1	0
A32A-0019_CRUK_PC_0019_M1	8	7774168	7797806	0	0
A32A-0019_CRUK_PC_0019_M1	8	7797812	8027332	1	0
A32A-0019_CRUK_PC_0019_M1	8	8027364	8090194	5	0
A32A-0019_CRUK_PC_0019_M1	8	8090215	11898663	2	0
A32A-0019_CRUK_PC_0019_M1	8	11898693	12073860	1	0
A32A-0019_CRUK_PC_0019_M1	8	12084157	12142629	6	0
A32A-0019_CRUK_PC_0019_M1	8	12153272	15401829	2	0
A32A-0019_CRUK_PC_0019_M1	8	15401851	15418015	0	0
A32A-0019_CRUK_PC_0019_M1	8	15418514	16201355	2	0
A32A-0019_CRUK_PC_0019_M1	8	16201386	16207560	0	0
A32A-0019_CRUK_PC_0019_M1	8	16207712	35869380	2	0
A32A-0019_CRUK_PC_0019_M1	8	35869759	36012210	3	0
A32A-0019_CRUK_PC_0019_M1	8	36012249	40183248	2	0
A32A-0019_CRUK_PC_0019_M1	8	40183385	40189894	0	0
A32A-0019_CRUK_PC_0019_M1	8	40189947	42496410	2	0
A32A-0019_CRUK_PC_0019_M1	8	42496491	47141086	5	4
A32A-0019_CRUK_PC_0019_M1	8	47141145	58737808	4	4
A32A-0019_CRUK_PC_0019_M1	8	58737821	58820718	3	0
A32A-0019_CRUK_PC_0019_M1	8	58820919	95934299	4	4
A32A-0019_CRUK_PC_0019_M1	8	95934322	96389619	3	1
A32A-0019_CRUK_PC_0019_M1	8	96389647	141114815	4	4
A32A-0019_CRUK_PC_0019_M1	8	141114858	141620181	4	2
A32A-0019_CRUK_PC_0019_M1	8	141620296	141749988	2	1
A32A-0019_CRUK_PC_0019_M1	8	141750164	144946422	5	4
A32A-0019_CRUK_PC_0019_M1	8	144946484	146120432	5	5
A32A-0019_CRUK_PC_0019_M1	8	146120464	146300622	6	0
A32A-0019_CRUK_PC_0019_M1	9	10469	10287737	3	2
A32A-0019_CRUK_PC_0019_M1	9	10287811	13605585	3	3
A32A-0019_CRUK_PC_0019_M1	9	13605690	35964903	3	2
A32A-0019_CRUK_PC_0019_M1	9	35965038	36735149	2	1
A32A-0019_CRUK_PC_0019_M1	9	36735204	38697762	3	2
A32A-0019_CRUK_PC_0019_M1	9	38697874	39074909	2	1
A32A-0019_CRUK_PC_0019_M1	9	39074915	73487163	3	2
A32A-0019_CRUK_PC_0019_M1	9	73487272	75804231	2	1
A32A-0019_CRUK_PC_0019_M1	9	75804249	97081876	3	2
A32A-0019_CRUK_PC_0019_M1	9	97081884	104492663	4	3
A32A-0019_CRUK_PC_0019_M1	9	104492675	106383381	4	1
A32A-0019_CRUK_PC_0019_M1	9	106383422	106972630	4	3
A32A-0019_CRUK_PC_0019_M1	9	106972689	107270527	3	0
A32A-0019_CRUK_PC_0019_M1	9	107270669	130274179	4	3
A32A-0019_CRUK_PC_0019_M1	9	130274211	132860174	5	3
A32A-0019_CRUK_PC_0019_M1	9	132860183	139318905	4	3
A32A-0019_CRUK_PC_0019_M1	9	139318936	140819749	5	4
A32A-0019_CRUK_PC_0019_M1	9	140819999	141127771	4	2
A32A-0019_CRUK_PC_0019_M1	10	60969	38509178	2	2
A32A-0019_CRUK_PC_0019_M1	10	38509244	43162328	3	2
A32A-0019_CRUK_PC_0019_M1	10	43162376	63932642	2	2
A32A-0019_CRUK_PC_0019_M1	10	63932672	63952008	1	1
A32A-0019_CRUK_PC_0019_M1	10	63952042	64959764	4	2
A32A-0019_CRUK_PC_0019_M1	10	64959780	71258253	4	3
A32A-0019_CRUK_PC_0019_M1	10	71258287	73678774	4	2
A32A-0019_CRUK_PC_0019_M1	10	73678873	76903149	4	3
A32A-0019_CRUK_PC_0019_M1	10	76903173	86126435	4	2
A32A-0019_CRUK_PC_0019_M1	10	86126451	88997266	3	0
A32A-0019_CRUK_PC_0019_M1	10	88997290	89127191	7	1
A32A-0019_CRUK_PC_0019_M1	10	89129070	89672182	3	0
A32A-0019_CRUK_PC_0019_M1	10	89672246	104502509	1	0
A32A-0019_CRUK_PC_0019_M1	10	104502520	105213764	3	2
A32A-0019_CRUK_PC_0019_M1	10	105213765	133799651	2	2
A32A-0019_CRUK_PC_0019_M1	10	133799712	135523763	3	2
A32A-0019_CRUK_PC_0019_M1	11	103253	55365369	2	1
A32A-0019_CRUK_PC_0019_M1	11	55365370	55456456	1	1
A32A-0019_CRUK_PC_0019_M1	11	55457854	90597626	2	1
A32A-0019_CRUK_PC_0019_M1	11	90597627	92842409	3	2
A32A-0019_CRUK_PC_0019_M1	11	92843006	134888720	2	1
A32A-0019_CRUK_PC_0019_M1	11	134888811	134946451	1	1
A32A-0019_CRUK_PC_0019_M1	12	61107	9632882	1	0
A32A-0019_CRUK_PC_0019_M1	12	9632926	9734974	0	0
A32A-0019_CRUK_PC_0019_M1	12	9734976	11219743	1	0
A32A-0019_CRUK_PC_0019_M1	12	11219796	11250893	0	0
A32A-0019_CRUK_PC_0019_M1	12	11250928	11506883	1	0
A32A-0019_CRUK_PC_0019_M1	12	11506893	11546128	5	0
A32A-0019_CRUK_PC_0019_M1	12	11546308	12560487	1	0
A32A-0019_CRUK_PC_0019_M1	12	12560521	13226434	0	0
A32A-0019_CRUK_PC_0019_M1	12	13226634	16048158	1	0
A32A-0019_CRUK_PC_0019_M1	12	16048209	34678328	3	2
A32A-0019_CRUK_PC_0019_M1	12	34678383	38443172	3	3
A32A-0019_CRUK_PC_0019_M1	12	38443306	42913235	3	2
A32A-0019_CRUK_PC_0019_M1	12	42913245	44357094	2	1
A32A-0019_CRUK_PC_0019_M1	12	44357175	45436434	3	2
A32A-0019_CRUK_PC_0019_M1	12	45436505	45472576	3	0
A32A-0019_CRUK_PC_0019_M1	12	45472619	53844468	3	2
A32A-0019_CRUK_PC_0019_M1	12	53844929	99752806	4	3
A32A-0019_CRUK_PC_0019_M1	12	99752862	100053421	3	2
A32A-0019_CRUK_PC_0019_M1	12	100053463	102481406	5	3
A32A-0019_CRUK_PC_0019_M1	12	102481454	110830406	4	3
A32A-0019_CRUK_PC_0019_M1	12	110830747	111902514	2	0
A32A-0019_CRUK_PC_0019_M1	12	111902551	120182804	4	3
A32A-0019_CRUK_PC_0019_M1	12	120183289	125610230	5	3
A32A-0019_CRUK_PC_0019_M1	12	125610259	132318582	4	3
A32A-0019_CRUK_PC_0019_M1	12	132318733	133747746	5	3
A32A-0019_CRUK_PC_0019_M1	12	133747757	133840593	3	2
A32A-0019_CRUK_PC_0019_M1	13	19020047	24294495	4	3
A32A-0019_CRUK_PC_0019_M1	13	24294782	24311912	1	0
A32A-0019_CRUK_PC_0019_M1	13	24312009	41344638	4	3
A32A-0019_CRUK_PC_0019_M1	13	41344728	65342461	1	0
A32A-0019_CRUK_PC_0019_M1	13	65342494	65344442	0	0
A32A-0019_CRUK_PC_0019_M1	13	65344456	72477274	1	0
A32A-0019_CRUK_PC_0019_M1	13	72477480	72480588	0	0
A32A-0019_CRUK_PC_0019_M1	13	72480678	80680990	1	0
A32A-0019_CRUK_PC_0019_M1	13	80681082	80686364	0	0
A32A-0019_CRUK_PC_0019_M1	13	80686406	98529865	1	0
A32A-0019_CRUK_PC_0019_M1	13	98529921	98533216	0	0
A32A-0019_CRUK_PC_0019_M1	13	98533378	115109852	1	0
A32A-0019_CRUK_PC_0019_M1	14	19002084	21840702	4	2
A32A-0019_CRUK_PC_0019_M1	14	21840910	23715827	3	2
A32A-0019_CRUK_PC_0019_M1	14	23715837	67740807	2	2
A32A-0019_CRUK_PC_0019_M1	14	67740876	68144585	2	1
A32A-0019_CRUK_PC_0019_M1	14	68144632	73420534	2	2
A32A-0019_CRUK_PC_0019_M1	14	73420642	74956919	3	2
A32A-0019_CRUK_PC_0019_M1	14	74956993	102269361	2	2
A32A-0019_CRUK_PC_0019_M1	14	102269382	105559074	3	2
A32A-0019_CRUK_PC_0019_M1	14	105559077	106196984	5	3
A32A-0019_CRUK_PC_0019_M1	14	106197013	106808938	6	4
A32A-0019_CRUK_PC_0019_M1	14	106808951	107030366	4	3
A32A-0019_CRUK_PC_0019_M1	14	107030458	107289453	3	2
A32A-0019_CRUK_PC_0019_M1	15	20001200	57055054	2	1
A32A-0019_CRUK_PC_0019_M1	15	57055065	57258274	1	0
A32A-0019_CRUK_PC_0019_M1	15	57258287	102520965	2	1
A32A-0019_CRUK_PC_0019_M1	16	60054	3223765	3	3
A32A-0019_CRUK_PC_0019_M1	16	3223866	10511172	3	2
A32A-0019_CRUK_PC_0019_M1	16	10511223	12277264	5	3
A32A-0019_CRUK_PC_0019_M1	16	12277303	29355958	4	3
A32A-0019_CRUK_PC_0019_M1	16	29355989	31354611	3	3
A32A-0019_CRUK_PC_0019_M1	16	31354782	50606302	3	2
A32A-0019_CRUK_PC_0019_M1	16	50606341	52101042	2	2
A32A-0019_CRUK_PC_0019_M1	16	52101111	66831220	1	0
A32A-0019_CRUK_PC_0019_M1	16	66831328	69461944	2	0
A32A-0019_CRUK_PC_0019_M1	16	69461951	78371804	1	0
A32A-0019_CRUK_PC_0019_M1	16	78371820	78385270	3	0
A32A-0019_CRUK_PC_0019_M1	16	78385312	79709878	1	0
A32A-0019_CRUK_PC_0019_M1	16	79709879	79893206	3	0
A32A-0019_CRUK_PC_0019_M1	16	79893226	80752848	1	0
A32A-0019_CRUK_PC_0019_M1	16	80752863	81537346	2	0
A32A-0019_CRUK_PC_0019_M1	16	81537516	85302627	1	0
A32A-0019_CRUK_PC_0019_M1	16	85302661	85304399	0	0
A32A-0019_CRUK_PC_0019_M1	16	85304711	85933372	2	0
A32A-0019_CRUK_PC_0019_M1	16	85933420	88781052	1	0
A32A-0019_CRUK_PC_0019_M1	16	88781062	90292811	2	0
A32A-0019_CRUK_PC_0019_M1	17	56	194109	1	0
A32A-0019_CRUK_PC_0019_M1	17	194130	197267	0	0
A32A-0019_CRUK_PC_0019_M1	17	197308	5304253	2	0
A32A-0019_CRUK_PC_0019_M1	17	5304293	6882556	1	0
A32A-0019_CRUK_PC_0019_M1	17	6882609	7964080	2	0
A32A-0019_CRUK_PC_0019_M1	17	7964201	7974471	5	1
A32A-0019_CRUK_PC_0019_M1	17	7974477	8760511	2	0
A32A-0019_CRUK_PC_0019_M1	17	8760531	15536774	1	0
A32A-0019_CRUK_PC_0019_M1	17	15536818	15547029	0	0
A32A-0019_CRUK_PC_0019_M1	17	15547377	15899552	1	0
A32A-0019_CRUK_PC_0019_M1	17	15899561	18328257	2	1
A32A-0019_CRUK_PC_0019_M1	17	18332651	18466620	1	0
A32A-0019_CRUK_PC_0019_M1	17	18466631	35814429	2	1
A32A-0019_CRUK_PC_0019_M1	17	35814478	49839126	3	3
A32A-0019_CRUK_PC_0019_M1	17	49839210	76596540	4	4
A32A-0019_CRUK_PC_0019_M1	17	76596695	80802818	3	3
A32A-0019_CRUK_PC_0019_M1	17	80802830	81194235	2	2
A32A-0019_CRUK_PC_0019_M1	18	10644	4656376	2	1
A32A-0019_CRUK_PC_0019_M1	18	4656417	13225754	2	2
A32A-0019_CRUK_PC_0019_M1	18	13225866	14541366	2	1
A32A-0019_CRUK_PC_0019_M1	18	14541472	18520354	3	2
A32A-0019_CRUK_PC_0019_M1	18	18520357	18969975	2	1
A32A-0019_CRUK_PC_0019_M1	18	18969977	34020270	3	2
A32A-0019_CRUK_PC_0019_M1	18	34020394	36207997	2	2
A32A-0019_CRUK_PC_0019_M1	18	36208001	42460007	3	2
A32A-0019_CRUK_PC_0019_M1	18	42460261	50531331	2	2
A32A-0019_CRUK_PC_0019_M1	18	50531362	72004212	3	2
A32A-0019_CRUK_PC_0019_M1	18	72004346	77910431	2	2
A32A-0019_CRUK_PC_0019_M1	18	77910516	78017128	2	1
A32A-0019_CRUK_PC_0019_M1	19	90974	5897653	3	1
A32A-0019_CRUK_PC_0019_M1	19	5897802	20595863	2	1
A32A-0019_CRUK_PC_0019_M1	19	20595882	20718151	5	0
A32A-0019_CRUK_PC_0019_M1	19	20718213	27740983	2	1
A32A-0019_CRUK_PC_0019_M1	19	27741111	28197016	5	4
A32A-0019_CRUK_PC_0019_M1	19	28197052	30813892	4	3
A32A-0019_CRUK_PC_0019_M1	19	30813944	31494220	3	2
A32A-0019_CRUK_PC_0019_M1	19	31494296	35552018	2	1
A32A-0019_CRUK_PC_0019_M1	19	35552023	39260904	3	3
A32A-0019_CRUK_PC_0019_M1	19	39260908	43700788	2	1
A32A-0019_CRUK_PC_0019_M1	19	43700851	43763546	4	1
A32A-0019_CRUK_PC_0019_M1	19	43763563	44660524	2	1
A32A-0019_CRUK_PC_0019_M1	19	44660528	47655111	0	0
A32A-0019_CRUK_PC_0019_M1	19	47655139	59118096	2	1
A32A-0019_CRUK_PC_0019_M1	20	60479	1561186	3	0
A32A-0019_CRUK_PC_0019_M1	20	1561212	1594217	0	0
A32A-0019_CRUK_PC_0019_M1	20	1594236	18427358	3	0
A32A-0019_CRUK_PC_0019_M1	20	18427511	29809630	3	1
A32A-0019_CRUK_PC_0019_M1	20	29809668	29958548	3	0
A32A-0019_CRUK_PC_0019_M1	20	29958677	48662994	5	0
A32A-0019_CRUK_PC_0019_M1	20	48663095	48870669	14	0
A32A-0019_CRUK_PC_0019_M1	20	48870710	52647242	5	0
A32A-0019_CRUK_PC_0019_M1	20	52647285	52658154	0	0
A32A-0019_CRUK_PC_0019_M1	20	52658171	57284929	5	0
A32A-0019_CRUK_PC_0019_M1	20	57284938	60456950	4	0
A32A-0019_CRUK_PC_0019_M1	20	60456951	62965162	5	0
A32A-0019_CRUK_PC_0019_M1	21	9411243	22156761	3	2
A32A-0019_CRUK_PC_0019_M1	21	22156840	22255229	1	0
A32A-0019_CRUK_PC_0019_M1	21	22255364	35279036	3	2
A32A-0019_CRUK_PC_0019_M1	21	35279144	37224068	2	2
A32A-0019_CRUK_PC_0019_M1	21	37224198	38959405	3	2
A32A-0019_CRUK_PC_0019_M1	21	38959579	39855162	2	2
A32A-0019_CRUK_PC_0019_M1	21	39855202	42861742	3	3
A32A-0019_CRUK_PC_0019_M1	21	42861794	47942595	3	2
A32A-0019_CRUK_PC_0019_M1	21	47942724	48116032	2	1
A32A-0019_CRUK_PC_0019_M1	22	16050408	35853174	3	2
A32A-0019_CRUK_PC_0019_M1	22	35853195	45468282	2	1
A32A-0019_CRUK_PC_0019_M1	22	45468339	45479161	0	0
A32A-0019_CRUK_PC_0019_M1	22	45479372	45491053	3	0
A32A-0019_CRUK_PC_0019_M1	22	45491110	47562165	0	0
A32A-0019_CRUK_PC_0019_M1	22	47562178	51104752	2	1
A32A-0019_CRUK_PC_0019_M1	22	51104781	51238249	1	1
A32A-0019_CRUK_PC_0019_M1	X	60052	2909368	11	0
A32A-0019_CRUK_PC_0019_M1	X	2909400	54081041	9	0
A32A-0019_CRUK_PC_0019_M1	X	54081243	129084576	10	0
A32A-0019_CRUK_PC_0019_M1	X	129084674	154933384	9	0
A32A-0019_CRUK_PC_0019_M1	X	154933488	155259075	3	0
