sample	chr	startpos	endpos	nMajor	nMinor
A17F-0095_CRUK_PC_0095_M5	11	2124730	22271038	2	1
A17F-0095_CRUK_PC_0095_M5	11	22271070	22713710	5	1
A17F-0095_CRUK_PC_0095_M5	11	22713713	33334471	2	1
A17F-0095_CRUK_PC_0095_M5	11	33334489	33557258	2	2
A17F-0095_CRUK_PC_0095_M5	11	33557410	46454871	2	1
A17F-0095_CRUK_PC_0095_M5	11	46454908	46576160	5	1
A17F-0095_CRUK_PC_0095_M5	11	46576169	47991563	2	1
A17F-0095_CRUK_PC_0095_M5	11	47991568	48038966	5	2
A17F-0095_CRUK_PC_0095_M5	11	48038997	51285784	2	1
A17F-0095_CRUK_PC_0095_M5	11	51285790	58041187	2	2
A17F-0095_CRUK_PC_0095_M5	11	58041208	59128073	6	3
A17F-0095_CRUK_PC_0095_M5	11	59128095	74936955	3	2
A17F-0095_CRUK_PC_0095_M5	11	74937006	77644376	6	3
A17F-0095_CRUK_PC_0095_M5	11	77644419	81452558	11	4
A17F-0095_CRUK_PC_0095_M5	11	81452578	82208506	17	4
A17F-0095_CRUK_PC_0095_M5	11	82208555	94907381	11	4
A17F-0095_CRUK_PC_0095_M5	11	94907408	95116627	16	5
A17F-0095_CRUK_PC_0095_M5	11	95116654	109253410	11	4
A17F-0095_CRUK_PC_0095_M5	11	109253445	109341426	17	5
A17F-0095_CRUK_PC_0095_M5	11	109341493	113670991	1	0
A17F-0095_CRUK_PC_0095_M5	11	113671018	113711592	5	0
A17F-0095_CRUK_PC_0095_M5	11	113711675	122849571	1	0
A17F-0095_CRUK_PC_0095_M5	11	122849592	123766151	17	5
A17F-0095_CRUK_PC_0095_M5	11	123766294	126322393	11	4
A17F-0095_CRUK_PC_0095_M5	11	126322533	133008650	17	4
A17F-0095_CRUK_PC_0095_M5	11	133008743	133334071	52	7
A17F-0095_CRUK_PC_0095_M5	11	133334163	134946358	17	5
A17F-0095_CRUK_PC_0095_M5	12	61107	5221867	4	0
A17F-0095_CRUK_PC_0095_M5	12	5221876	5223469	0	0
A17F-0095_CRUK_PC_0095_M5	12	5223505	6278660	4	0
A17F-0095_CRUK_PC_0095_M5	12	6278661	9632882	1	0
A17F-0095_CRUK_PC_0095_M5	12	9632926	9734974	0	0
A17F-0095_CRUK_PC_0095_M5	12	9734976	10914024	1	0
A17F-0095_CRUK_PC_0095_M5	12	10914054	10926413	4	0
A17F-0095_CRUK_PC_0095_M5	12	10926487	14560876	1	0
A17F-0095_CRUK_PC_0095_M5	12	14560973	14789002	4	0
A17F-0095_CRUK_PC_0095_M5	12	14789111	15740899	1	0
A17F-0095_CRUK_PC_0095_M5	12	15740920	48313018	2	2
A17F-0095_CRUK_PC_0095_M5	12	48313025	48383235	6	4
A17F-0095_CRUK_PC_0095_M5	12	48383285	61014467	2	2
A17F-0095_CRUK_PC_0095_M5	12	61014503	61228190	6	3
A17F-0095_CRUK_PC_0095_M5	12	61228243	61283753	10	4
A17F-0095_CRUK_PC_0095_M5	12	61283788	63610574	6	3
A17F-0095_CRUK_PC_0095_M5	12	63610625	65073779	8	7
A17F-0095_CRUK_PC_0095_M5	12	65073978	65644117	13	8
A17F-0095_CRUK_PC_0095_M5	12	65644335	89021186	8	7
A17F-0095_CRUK_PC_0095_M5	12	89021302	89974629	13	9
A17F-0095_CRUK_PC_0095_M5	12	89975022	92255299	8	8
A17F-0095_CRUK_PC_0095_M5	12	92255352	93130766	6	3
A17F-0095_CRUK_PC_0095_M5	12	93130779	104436588	2	2
A17F-0095_CRUK_PC_0095_M5	12	104436660	104751472	6	3
A17F-0095_CRUK_PC_0095_M5	12	104751510	104813328	11	4
A17F-0095_CRUK_PC_0095_M5	12	104813359	107900258	6	3
A17F-0095_CRUK_PC_0095_M5	12	107900261	110730078	4	0
A17F-0095_CRUK_PC_0095_M5	12	110730097	110801413	9	0
A17F-0095_CRUK_PC_0095_M5	12	110801501	112497707	4	0
A17F-0095_CRUK_PC_0095_M5	12	112497761	112566175	8	0
A17F-0095_CRUK_PC_0095_M5	12	112566315	133234486	4	0
A17F-0095_CRUK_PC_0095_M5	12	133234499	133841335	1	0
A17F-0095_CRUK_PC_0095_M5	13	19020627	26493374	6	3
A17F-0095_CRUK_PC_0095_M5	13	26493414	34025044	16	4
A17F-0095_CRUK_PC_0095_M5	13	34025048	35642193	1	0
A17F-0095_CRUK_PC_0095_M5	13	35642248	41982559	16	4
A17F-0095_CRUK_PC_0095_M5	13	41982847	48163785	13	0
A17F-0095_CRUK_PC_0095_M5	13	48163977	49533333	4	0
A17F-0095_CRUK_PC_0095_M5	13	49533410	49536749	0	0
A17F-0095_CRUK_PC_0095_M5	13	49536756	51608785	4	0
A17F-0095_CRUK_PC_0095_M5	13	51608790	59393002	5	3
A17F-0095_CRUK_PC_0095_M5	13	59393023	69952483	1	0
A17F-0095_CRUK_PC_0095_M5	13	69952499	70013634	5	0
A17F-0095_CRUK_PC_0095_M5	13	70013673	85108451	1	0
A17F-0095_CRUK_PC_0095_M5	13	85108452	95171411	2	0
A17F-0095_CRUK_PC_0095_M5	13	95171561	95293149	0	0
A17F-0095_CRUK_PC_0095_M5	13	95293192	96303474	1	0
A17F-0095_CRUK_PC_0095_M5	13	96303624	96311923	0	0
A17F-0095_CRUK_PC_0095_M5	13	96312086	104682519	4	0
A17F-0095_CRUK_PC_0095_M5	13	104682524	104701286	0	0
A17F-0095_CRUK_PC_0095_M5	13	104701372	112353709	1	0
A17F-0095_CRUK_PC_0095_M5	13	112353759	113039445	5	0
A17F-0095_CRUK_PC_0095_M5	13	113039839	115109567	1	0
A17F-0095_CRUK_PC_0095_M5	14	19002084	20143028	2	2
A17F-0095_CRUK_PC_0095_M5	14	20143060	20321917	4	2
A17F-0095_CRUK_PC_0095_M5	14	20321933	30362040	2	2
A17F-0095_CRUK_PC_0095_M5	14	30362219	30415178	6	3
A17F-0095_CRUK_PC_0095_M5	14	30415279	31522749	2	2
A17F-0095_CRUK_PC_0095_M5	14	31523039	31639339	6	3
A17F-0095_CRUK_PC_0095_M5	14	31639357	39595252	2	2
A17F-0095_CRUK_PC_0095_M5	14	39595320	39670374	6	3
A17F-0095_CRUK_PC_0095_M5	14	39670567	57130137	2	2
A17F-0095_CRUK_PC_0095_M5	14	57130210	57242884	6	3
A17F-0095_CRUK_PC_0095_M5	14	57242905	61630182	2	2
A17F-0095_CRUK_PC_0095_M5	14	61630236	62437605	6	3
A17F-0095_CRUK_PC_0095_M5	14	62437641	73761247	2	2
A17F-0095_CRUK_PC_0095_M5	14	73761296	75231689	1	0
A17F-0095_CRUK_PC_0095_M5	14	75231705	88428509	2	2
A17F-0095_CRUK_PC_0095_M5	14	88428510	88505471	6	3
A17F-0095_CRUK_PC_0095_M5	14	88505522	99519113	2	2
A17F-0095_CRUK_PC_0095_M5	14	99519193	99567433	5	3
A17F-0095_CRUK_PC_0095_M5	14	99567450	106316381	2	2
A17F-0095_CRUK_PC_0095_M5	14	106316420	107289453	6	3
A17F-0095_CRUK_PC_0095_M5	15	20001200	22811205	3	2
A17F-0095_CRUK_PC_0095_M5	15	22811366	23470194	6	3
A17F-0095_CRUK_PC_0095_M5	15	23477542	35253042	2	2
A17F-0095_CRUK_PC_0095_M5	15	35253159	46589776	6	3
A17F-0095_CRUK_PC_0095_M5	15	46589916	46626935	16	4
A17F-0095_CRUK_PC_0095_M5	15	46626940	48694723	5	3
A17F-0095_CRUK_PC_0095_M5	15	48694728	63268354	4	0
A17F-0095_CRUK_PC_0095_M5	15	63268389	68644470	6	3
A17F-0095_CRUK_PC_0095_M5	15	68644530	68755132	9	4
A17F-0095_CRUK_PC_0095_M5	15	68755136	84627989	5	3
A17F-0095_CRUK_PC_0095_M5	15	84628124	84792243	7	6
A17F-0095_CRUK_PC_0095_M5	15	84792501	88200826	5	3
A17F-0095_CRUK_PC_0095_M5	15	88200876	88255122	7	7
A17F-0095_CRUK_PC_0095_M5	15	88255214	93247591	6	3
A17F-0095_CRUK_PC_0095_M5	15	93247622	93481896	7	7
A17F-0095_CRUK_PC_0095_M5	15	93482000	102520965	6	3
A17F-0095_CRUK_PC_0095_M5	16	60085	1306377	3	3
A17F-0095_CRUK_PC_0095_M5	16	1306484	2267322	2	0
A17F-0095_CRUK_PC_0095_M5	16	2267521	5375642	3	2
A17F-0095_CRUK_PC_0095_M5	16	5375700	10872538	2	2
A17F-0095_CRUK_PC_0095_M5	16	10872549	12721733	3	2
A17F-0095_CRUK_PC_0095_M5	16	12721793	25060524	2	2
A17F-0095_CRUK_PC_0095_M5	16	25060787	25174448	6	3
A17F-0095_CRUK_PC_0095_M5	16	25174464	28561982	2	2
A17F-0095_CRUK_PC_0095_M5	16	28562256	28656526	6	4
A17F-0095_CRUK_PC_0095_M5	16	28700213	31010270	2	2
A17F-0095_CRUK_PC_0095_M5	16	31010374	31676116	1	0
A17F-0095_CRUK_PC_0095_M5	16	31676140	34338175	3	2
A17F-0095_CRUK_PC_0095_M5	16	34338485	34371508	6	3
A17F-0095_CRUK_PC_0095_M5	16	34371828	35285726	2	2
A17F-0095_CRUK_PC_0095_M5	16	46416128	47169989	6	3
A17F-0095_CRUK_PC_0095_M5	16	47170063	58474408	2	2
A17F-0095_CRUK_PC_0095_M5	16	58474492	58826456	1	0
A17F-0095_CRUK_PC_0095_M5	16	58826464	68714678	2	2
A17F-0095_CRUK_PC_0095_M5	16	68714748	68791152	6	3
A17F-0095_CRUK_PC_0095_M5	16	68791183	77740486	2	2
A17F-0095_CRUK_PC_0095_M5	16	77740490	77808248	5	3
A17F-0095_CRUK_PC_0095_M5	16	77808303	90292811	2	2
A17F-0095_CRUK_PC_0095_M5	17	56	193862	2	0
A17F-0095_CRUK_PC_0095_M5	17	193987	197267	0	0
A17F-0095_CRUK_PC_0095_M5	17	197308	3734836	2	0
A17F-0095_CRUK_PC_0095_M5	17	3734840	3735858	0	0
A17F-0095_CRUK_PC_0095_M5	17	3735861	14088111	1	0
A17F-0095_CRUK_PC_0095_M5	17	14089208	14111287	4	0
A17F-0095_CRUK_PC_0095_M5	17	14111313	16573772	1	0
A17F-0095_CRUK_PC_0095_M5	17	16574023	16587314	0	0
A17F-0095_CRUK_PC_0095_M5	17	16587410	16754377	1	0
A17F-0095_CRUK_PC_0095_M5	17	16754609	20517306	2	2
A17F-0095_CRUK_PC_0095_M5	17	20517310	20580215	6	3
A17F-0095_CRUK_PC_0095_M5	17	20580249	26295845	2	2
A17F-0095_CRUK_PC_0095_M5	17	26296049	26428761	6	3
A17F-0095_CRUK_PC_0095_M5	17	26428786	40160530	2	2
A17F-0095_CRUK_PC_0095_M5	17	40160565	42343605	1	0
A17F-0095_CRUK_PC_0095_M5	17	42343701	55101324	2	2
A17F-0095_CRUK_PC_0095_M5	17	55101388	55125816	6	3
A17F-0095_CRUK_PC_0095_M5	17	55125818	55928216	2	2
A17F-0095_CRUK_PC_0095_M5	17	55928223	58288091	6	3
A17F-0095_CRUK_PC_0095_M5	17	58288135	58756184	7	7
A17F-0095_CRUK_PC_0095_M5	17	58756268	68252027	6	3
A17F-0095_CRUK_PC_0095_M5	17	68252028	68341583	1	0
A17F-0095_CRUK_PC_0095_M5	17	68341894	70587877	2	2
A17F-0095_CRUK_PC_0095_M5	17	70587958	71282367	6	3
A17F-0095_CRUK_PC_0095_M5	17	71282390	73527662	2	2
A17F-0095_CRUK_PC_0095_M5	17	73527698	73586358	6	3
A17F-0095_CRUK_PC_0095_M5	17	73586381	81194235	3	2
A17F-0095_CRUK_PC_0095_M5	18	10644	23092228	2	2
A17F-0095_CRUK_PC_0095_M5	18	23092229	41854836	6	3
A17F-0095_CRUK_PC_0095_M5	18	41854889	42317579	8	7
A17F-0095_CRUK_PC_0095_M5	18	42317704	47771360	6	3
A17F-0095_CRUK_PC_0095_M5	18	47771480	47827809	8	7
A17F-0095_CRUK_PC_0095_M5	18	47827822	56002597	6	3
A17F-0095_CRUK_PC_0095_M5	18	56002732	56801644	17	5
A17F-0095_CRUK_PC_0095_M5	18	56801688	59559324	6	3
A17F-0095_CRUK_PC_0095_M5	18	59559463	60457920	8	7
A17F-0095_CRUK_PC_0095_M5	18	60458020	72392105	6	3
A17F-0095_CRUK_PC_0095_M5	18	72392175	75667838	5	0
A17F-0095_CRUK_PC_0095_M5	18	75667842	75683823	15	0
A17F-0095_CRUK_PC_0095_M5	18	75683866	78017073	4	0
A17F-0095_CRUK_PC_0095_M5	19	90974	3835667	1	0
A17F-0095_CRUK_PC_0095_M5	19	3835812	9945333	3	2
A17F-0095_CRUK_PC_0095_M5	19	9945354	15525932	1	0
A17F-0095_CRUK_PC_0095_M5	19	15526091	23355399	2	2
A17F-0095_CRUK_PC_0095_M5	19	23355400	23534460	1	0
A17F-0095_CRUK_PC_0095_M5	19	23534557	23775869	2	2
A17F-0095_CRUK_PC_0095_M5	19	23775922	24390855	1	0
A17F-0095_CRUK_PC_0095_M5	19	24390916	32145626	2	2
A17F-0095_CRUK_PC_0095_M5	19	32145741	33801895	6	3
A17F-0095_CRUK_PC_0095_M5	19	33802104	41178506	2	2
A17F-0095_CRUK_PC_0095_M5	19	41178543	44169044	1	0
A17F-0095_CRUK_PC_0095_M5	19	44169126	47476523	2	2
A17F-0095_CRUK_PC_0095_M5	19	47476576	48462745	6	3
A17F-0095_CRUK_PC_0095_M5	19	48462773	50357429	2	2
A17F-0095_CRUK_PC_0095_M5	19	50357625	50403535	6	3
A17F-0095_CRUK_PC_0095_M5	19	50403661	50511773	2	2
A17F-0095_CRUK_PC_0095_M5	19	50511852	51451450	6	3
A17F-0095_CRUK_PC_0095_M5	19	51451508	53465403	2	2
A17F-0095_CRUK_PC_0095_M5	19	53465438	53532141	6	3
A17F-0095_CRUK_PC_0095_M5	19	53532219	59118096	2	2
A17F-0095_CRUK_PC_0095_M5	20	60479	7953788	6	3
A17F-0095_CRUK_PC_0095_M5	20	7953803	8279109	1	0
A17F-0095_CRUK_PC_0095_M5	20	8279230	62965162	2	2
A17F-0095_CRUK_PC_0095_M5	21	9411243	9909920	1	0
A17F-0095_CRUK_PC_0095_M5	21	9909932	10132130	0	0
A17F-0095_CRUK_PC_0095_M5	21	10132138	34450567	3	2
A17F-0095_CRUK_PC_0095_M5	21	34450578	34889887	6	3
A17F-0095_CRUK_PC_0095_M5	21	34889951	39854789	2	2
A17F-0095_CRUK_PC_0095_M5	21	39854793	42878941	1	0
A17F-0095_CRUK_PC_0095_M5	21	42879182	45167097	2	2
A17F-0095_CRUK_PC_0095_M5	21	45167147	45752892	6	3
A17F-0095_CRUK_PC_0095_M5	21	45752906	48119216	2	2
A17F-0095_CRUK_PC_0095_M5	22	16050408	23478678	2	2
A17F-0095_CRUK_PC_0095_M5	22	23478695	23517894	6	3
A17F-0095_CRUK_PC_0095_M5	22	23517938	24132416	2	2
A17F-0095_CRUK_PC_0095_M5	22	24132434	24274166	1	0
A17F-0095_CRUK_PC_0095_M5	22	24274382	24301656	0	0
A17F-0095_CRUK_PC_0095_M5	22	24301825	25662123	1	0
A17F-0095_CRUK_PC_0095_M5	22	25662137	26004047	2	1
A17F-0095_CRUK_PC_0095_M5	22	26004249	28346111	1	0
A17F-0095_CRUK_PC_0095_M5	22	28346184	28359631	0	0
A17F-0095_CRUK_PC_0095_M5	22	28359711	31500671	1	0
A17F-0095_CRUK_PC_0095_M5	22	31500991	31626495	4	0
A17F-0095_CRUK_PC_0095_M5	22	31626646	41826688	1	0
A17F-0095_CRUK_PC_0095_M5	22	41826705	41887649	4	0
A17F-0095_CRUK_PC_0095_M5	22	41887755	44054776	1	0
A17F-0095_CRUK_PC_0095_M5	22	44054778	44861670	4	0
A17F-0095_CRUK_PC_0095_M5	22	44861744	51238249	1	0
A17F-0095_CRUK_PC_0095_M5	X	60072	2928825	10	0
A17F-0095_CRUK_PC_0095_M5	X	2929193	17448973	14	0
A17F-0095_CRUK_PC_0095_M5	X	17448993	19184325	28	0
A17F-0095_CRUK_PC_0095_M5	X	19184464	27720730	14	0
A17F-0095_CRUK_PC_0095_M5	X	27720737	66110937	4	0
A17F-0095_CRUK_PC_0095_M5	X	66110955	66167173	14	0
A17F-0095_CRUK_PC_0095_M5	X	66167272	82908757	4	0
A17F-0095_CRUK_PC_0095_M5	X	82908892	84132328	6	0
A17F-0095_CRUK_PC_0095_M5	X	84132329	115133624	4	0
A17F-0095_CRUK_PC_0095_M5	X	115133657	115202800	14	0
A17F-0095_CRUK_PC_0095_M5	X	115202886	155255094	4	0
A17A-0095_CRUK_PC_0095_M1	1	10583	936674	3	2
A17A-0095_CRUK_PC_0095_M1	1	936687	4159891	11	4
A17A-0095_CRUK_PC_0095_M1	1	4160478	7749509	6	3
A17A-0095_CRUK_PC_0095_M1	1	7749554	8187229	10	4
A17A-0095_CRUK_PC_0095_M1	1	8187300	13714331	6	3
A17A-0095_CRUK_PC_0095_M1	1	13719052	15835288	8	7
A17A-0095_CRUK_PC_0095_M1	1	15835357	15970698	11	10
A17A-0095_CRUK_PC_0095_M1	1	15970868	19210675	8	7
A17A-0095_CRUK_PC_0095_M1	1	19210777	19599475	13	9
A17A-0095_CRUK_PC_0095_M1	1	19599481	21068527	8	7
A17A-0095_CRUK_PC_0095_M1	1	21068905	22325897	6	3
A17A-0095_CRUK_PC_0095_M1	1	22325898	22454117	8	7
A17A-0095_CRUK_PC_0095_M1	1	22454261	24254587	6	3
A17A-0095_CRUK_PC_0095_M1	1	24254820	24722068	12	4
A17A-0095_CRUK_PC_0095_M1	1	24722077	27161760	6	3
A17A-0095_CRUK_PC_0095_M1	1	27161761	41464715	4	0
A17A-0095_CRUK_PC_0095_M1	1	41464928	41491928	14	0
A17A-0095_CRUK_PC_0095_M1	1	41492004	43091957	4	0
A17A-0095_CRUK_PC_0095_M1	1	43091974	43150737	9	0
A17A-0095_CRUK_PC_0095_M1	1	43150771	50798862	4	0
A17A-0095_CRUK_PC_0095_M1	1	50799145	50880176	9	0
A17A-0095_CRUK_PC_0095_M1	1	50880245	51461518	4	0
A17A-0095_CRUK_PC_0095_M1	1	51461606	53025517	9	0
A17A-0095_CRUK_PC_0095_M1	1	53025632	53027266	0	0
A17A-0095_CRUK_PC_0095_M1	1	53027294	53199202	9	0
A17A-0095_CRUK_PC_0095_M1	1	53199241	55788152	4	0
A17A-0095_CRUK_PC_0095_M1	1	55788160	56048932	6	3
A17A-0095_CRUK_PC_0095_M1	1	56048933	56185476	7	7
A17A-0095_CRUK_PC_0095_M1	1	56185494	56457867	6	3
A17A-0095_CRUK_PC_0095_M1	1	56457871	56501395	15	7
A17A-0095_CRUK_PC_0095_M1	1	56501433	58879923	6	3
A17A-0095_CRUK_PC_0095_M1	1	58880049	59784981	18	5
A17A-0095_CRUK_PC_0095_M1	1	59785093	60534865	6	3
A17A-0095_CRUK_PC_0095_M1	1	60534934	60634945	8	7
A17A-0095_CRUK_PC_0095_M1	1	60635057	61310660	6	3
A17A-0095_CRUK_PC_0095_M1	1	61310673	62484462	4	0
A17A-0095_CRUK_PC_0095_M1	1	62484466	63566394	6	3
A17A-0095_CRUK_PC_0095_M1	1	63566402	63905314	4	0
A17A-0095_CRUK_PC_0095_M1	1	63905348	65413752	6	3
A17A-0095_CRUK_PC_0095_M1	1	65413953	65831069	8	7
A17A-0095_CRUK_PC_0095_M1	1	65831201	66463795	6	3
A17A-0095_CRUK_PC_0095_M1	1	66463920	66484266	18	5
A17A-0095_CRUK_PC_0095_M1	1	66484558	77738148	6	3
A17A-0095_CRUK_PC_0095_M1	1	77738199	77970504	1	0
A17A-0095_CRUK_PC_0095_M1	1	77970690	78551816	4	0
A17A-0095_CRUK_PC_0095_M1	1	78551873	100151890	1	0
A17A-0095_CRUK_PC_0095_M1	1	100151956	100160602	0	0
A17A-0095_CRUK_PC_0095_M1	1	100160728	101595203	1	0
A17A-0095_CRUK_PC_0095_M1	1	101595230	109943632	6	3
A17A-0095_CRUK_PC_0095_M1	1	109943685	153472571	2	2
A17A-0095_CRUK_PC_0095_M1	1	153472594	153926065	6	3
A17A-0095_CRUK_PC_0095_M1	1	153926078	154103897	8	8
A17A-0095_CRUK_PC_0095_M1	1	154104001	155014968	6	3
A17A-0095_CRUK_PC_0095_M1	1	155015024	162258307	2	2
A17A-0095_CRUK_PC_0095_M1	1	162258312	162310014	6	3
A17A-0095_CRUK_PC_0095_M1	1	162310078	168533037	2	2
A17A-0095_CRUK_PC_0095_M1	1	168533072	168584427	6	3
A17A-0095_CRUK_PC_0095_M1	1	168584543	184191948	2	2
A17A-0095_CRUK_PC_0095_M1	1	184191982	184344022	6	3
A17A-0095_CRUK_PC_0095_M1	1	184344245	186513265	2	2
A17A-0095_CRUK_PC_0095_M1	1	186513290	186559228	6	3
A17A-0095_CRUK_PC_0095_M1	1	186559280	211657634	2	2
A17A-0095_CRUK_PC_0095_M1	1	211657866	211687829	6	3
A17A-0095_CRUK_PC_0095_M1	1	211687830	235623488	3	2
A17A-0095_CRUK_PC_0095_M1	1	235623518	246391324	7	3
A17A-0095_CRUK_PC_0095_M1	1	246391349	246691440	8	8
A17A-0095_CRUK_PC_0095_M1	1	246691480	249231445	7	3
A17A-0095_CRUK_PC_0095_M1	2	10520	3003937	11	4
A17A-0095_CRUK_PC_0095_M1	2	3003997	25820871	6	3
A17A-0095_CRUK_PC_0095_M1	2	25820998	86094429	2	2
A17A-0095_CRUK_PC_0095_M1	2	86094587	86129869	6	3
A17A-0095_CRUK_PC_0095_M1	2	86129876	98430072	2	2
A17A-0095_CRUK_PC_0095_M1	2	98430078	98775920	1	0
A17A-0095_CRUK_PC_0095_M1	2	98776016	105489129	2	2
A17A-0095_CRUK_PC_0095_M1	2	105489481	107732217	6	3
A17A-0095_CRUK_PC_0095_M1	2	107732221	109154689	2	2
A17A-0095_CRUK_PC_0095_M1	2	109154695	110501401	6	3
A17A-0095_CRUK_PC_0095_M1	2	110501449	128288444	2	2
A17A-0095_CRUK_PC_0095_M1	2	128288531	128978836	6	3
A17A-0095_CRUK_PC_0095_M1	2	128979238	130681480	2	2
A17A-0095_CRUK_PC_0095_M1	2	130681505	138603055	6	3
A17A-0095_CRUK_PC_0095_M1	2	138603111	139817239	7	7
A17A-0095_CRUK_PC_0095_M1	2	139817340	159017916	6	3
A17A-0095_CRUK_PC_0095_M1	2	159018088	159397079	8	7
A17A-0095_CRUK_PC_0095_M1	2	159397266	162913579	6	3
A17A-0095_CRUK_PC_0095_M1	2	162913699	163441621	7	7
A17A-0095_CRUK_PC_0095_M1	2	163441664	165992999	6	3
A17A-0095_CRUK_PC_0095_M1	2	165993002	167080979	11	4
A17A-0095_CRUK_PC_0095_M1	2	167081179	174810893	6	3
A17A-0095_CRUK_PC_0095_M1	2	174810929	189949843	1	0
A17A-0095_CRUK_PC_0095_M1	2	189949857	202531264	6	3
A17A-0095_CRUK_PC_0095_M1	2	202531544	204666946	4	0
A17A-0095_CRUK_PC_0095_M1	2	204667061	204934191	9	0
A17A-0095_CRUK_PC_0095_M1	2	204934203	206535964	4	0
A17A-0095_CRUK_PC_0095_M1	2	206535974	233596453	6	3
A17A-0095_CRUK_PC_0095_M1	2	233596454	236359966	2	2
A17A-0095_CRUK_PC_0095_M1	2	236360004	236415342	5	3
A17A-0095_CRUK_PC_0095_M1	2	236415374	242836786	2	2
A17A-0095_CRUK_PC_0095_M1	2	242836800	243185846	6	4
A17A-0095_CRUK_PC_0095_M1	3	60157	3586774	5	0
A17A-0095_CRUK_PC_0095_M1	3	3586833	3591219	0	0
A17A-0095_CRUK_PC_0095_M1	3	3591303	8718810	5	0
A17A-0095_CRUK_PC_0095_M1	3	8718844	8723020	0	0
A17A-0095_CRUK_PC_0095_M1	3	8723024	16239391	5	0
A17A-0095_CRUK_PC_0095_M1	3	16239634	16241229	0	0
A17A-0095_CRUK_PC_0095_M1	3	16241233	19290310	5	0
A17A-0095_CRUK_PC_0095_M1	3	19290347	19309818	0	0
A17A-0095_CRUK_PC_0095_M1	3	19309855	19715586	1	0
A17A-0095_CRUK_PC_0095_M1	3	19715592	19750944	0	0
A17A-0095_CRUK_PC_0095_M1	3	19751104	20479567	1	0
A17A-0095_CRUK_PC_0095_M1	3	20479569	20771015	0	0
A17A-0095_CRUK_PC_0095_M1	3	20771019	22559374	1	0
A17A-0095_CRUK_PC_0095_M1	3	22559532	22612851	0	0
A17A-0095_CRUK_PC_0095_M1	3	22612903	23489038	1	0
A17A-0095_CRUK_PC_0095_M1	3	23489075	23500788	4	0
A17A-0095_CRUK_PC_0095_M1	3	23500919	32301352	1	0
A17A-0095_CRUK_PC_0095_M1	3	32301422	62125812	2	2
A17A-0095_CRUK_PC_0095_M1	3	62125898	62182812	5	3
A17A-0095_CRUK_PC_0095_M1	3	62182948	110666633	2	2
A17A-0095_CRUK_PC_0095_M1	3	110666758	110799259	5	3
A17A-0095_CRUK_PC_0095_M1	3	110799303	122260383	2	2
A17A-0095_CRUK_PC_0095_M1	3	122260432	123416553	6	3
A17A-0095_CRUK_PC_0095_M1	3	123416637	140106875	2	2
A17A-0095_CRUK_PC_0095_M1	3	140106890	140453802	6	3
A17A-0095_CRUK_PC_0095_M1	3	140453817	143253430	3	2
A17A-0095_CRUK_PC_0095_M1	3	143253515	143335954	1	0
A17A-0095_CRUK_PC_0095_M1	3	143336033	172202136	2	2
A17A-0095_CRUK_PC_0095_M1	3	172202167	172402774	6	3
A17A-0095_CRUK_PC_0095_M1	3	172402783	172429764	18	5
A17A-0095_CRUK_PC_0095_M1	3	172429872	184486732	6	3
A17A-0095_CRUK_PC_0095_M1	3	184486780	184542046	19	5
A17A-0095_CRUK_PC_0095_M1	3	184542070	185667048	6	3
A17A-0095_CRUK_PC_0095_M1	3	185667080	197917378	2	2
A17A-0095_CRUK_PC_0095_M1	4	10240	680599	2	2
A17A-0095_CRUK_PC_0095_M1	4	680609	707811	6	3
A17A-0095_CRUK_PC_0095_M1	4	707851	4380143	2	2
A17A-0095_CRUK_PC_0095_M1	4	4380185	4997965	6	3
A17A-0095_CRUK_PC_0095_M1	4	4997989	26421152	2	2
A17A-0095_CRUK_PC_0095_M1	4	26421197	26463573	9	0
A17A-0095_CRUK_PC_0095_M1	4	26463640	37588399	2	2
A17A-0095_CRUK_PC_0095_M1	4	37588406	37910045	6	3
A17A-0095_CRUK_PC_0095_M1	4	37910082	54352263	2	2
A17A-0095_CRUK_PC_0095_M1	4	54352325	55035638	6	3
A17A-0095_CRUK_PC_0095_M1	4	55035646	64998847	2	2
A17A-0095_CRUK_PC_0095_M1	4	64998890	65611283	6	3
A17A-0095_CRUK_PC_0095_M1	4	65611310	106342901	2	2
A17A-0095_CRUK_PC_0095_M1	4	106342919	106390734	6	3
A17A-0095_CRUK_PC_0095_M1	4	106390913	156564701	2	2
A17A-0095_CRUK_PC_0095_M1	4	156564760	156636582	6	3
A17A-0095_CRUK_PC_0095_M1	4	156636622	166428722	2	2
A17A-0095_CRUK_PC_0095_M1	4	166428749	168551517	1	0
A17A-0095_CRUK_PC_0095_M1	4	168551542	174746040	2	2
A17A-0095_CRUK_PC_0095_M1	4	174746106	187093803	1	0
A17A-0095_CRUK_PC_0095_M1	4	187093804	187098341	0	0
A17A-0095_CRUK_PC_0095_M1	4	187098533	190192103	1	0
A17A-0095_CRUK_PC_0095_M1	4	190192122	190200550	0	0
A17A-0095_CRUK_PC_0095_M1	4	190201475	191043227	1	0
A17A-0095_CRUK_PC_0095_M1	5	11940	6657494	2	2
A17A-0095_CRUK_PC_0095_M1	5	6657530	7463407	5	3
A17A-0095_CRUK_PC_0095_M1	5	7463456	18256321	2	2
A17A-0095_CRUK_PC_0095_M1	5	18256350	19856923	6	3
A17A-0095_CRUK_PC_0095_M1	5	19856955	28919185	2	2
